Timestamp,windmill.RPM,windmill.Vibration,windmill.AmbientTemperature,windmill.RelativeHumidity
5/1/2017 19:05,12.33333333,0.333333333,26.40625,99.99847412
5/1/2017 19:06,11.16666667,0.5,26.40625,99.99847412
5/1/2017 19:07,12.83333333,0.666666667,26.40625,99.99847412
5/1/2017 19:08,12.5,0.5,26.40625,99.99847412
5/1/2017 19:09,12.5,0.833333333,26.40625,99.99847412
5/1/2017 19:10,13.2,0.6,26.40625,99.99847412
,,,,
,,,,
,,,,
,,,,
